service_name,logistic_name,province_name,city_name,package_finalweight_value,rates_shipment_value,rates_insurance_value,surchargefee,delivery_sla_binary
Logistics,Spectra,Jawa Barat,"Bekasi, Kota",8.0,25000.0,24713.0,0.0,0
Logistics,Spectra,Jawa Timur,"Malang, Kota",205.0,707250.0,6594.0,0.0,0
Logistics,Spectra,Jawa Timur,"Malang, Kota",23.0,115000.0,8745.0,0.0,0
Logistics,Spectra,Jawa Barat,"Bogor, Kab.",48.0,120000.0,6248.0,0.0,0
Logistics,Spectra,DKI Jakarta,Jakarta Selatan,13.0,32500.0,2500.0,0.0,0
Logistics,Spectra,Banten,"Tangerang, Kab.",18.0,45000.0,2500.0,0.0,0
Logistics,Spectra,DKI Jakarta,Jakarta Timur,14.0,35000.0,2500.0,0.0,0
Logistics,Spectra,Jawa Barat,Karawang,31.0,77500.0,3748.0,0.0,0
Logistics,Spectra,Jawa Barat,"Bekasi, Kota",47.0,117500.0,7370.0,0.0,0
Logistics,Spectra,Banten,"Tangerang, Kota",19.0,47500.0,2573.0,0.0,0
Logistics,Spectra,DKI Jakarta,Jakarta Timur,13.0,32500.0,2500.0,0.0,0
Logistics,Spectra,Banten,Cilegon,42.0,126000.0,6748.0,0.0,0
Logistics,Spectra,DI Yogyakarta,Bantul,30.0,120000.0,3373.0,0.0,0
Logistics,Spectra,DKI Jakarta,Jakarta Selatan,26.0,65000.0,4498.0,0.0,0
Standard,Veridian,Sulawesi Selatan,Makassar,1.0,56000.0,0.0,0.0,1
Freight,Veridian,DKI Jakarta,Jakarta Utara,5.0,75000.0,3292.0,0.0,1
Standard,Veridian,Kalimantan Timur,Balikpapan,1.0,17000.0,757.0,0.0,1
Standard,Veridian,Jawa Timur,"Pasuruan, Kab.",1.0,15000.0,535.0,0.0,1
Standard,Veridian,Jawa Tengah,"Tegal, Kota",1.0,17000.0,573.0,0.0,1
Standard,Veridian,Jawa Barat,Garut,1.0,12000.0,655.0,0.0,1
Standard,Veridian,Jawa Barat,"Bogor, Kab.",1.0,10000.0,0.0,0.0,1
Standard,Veridian,Jawa Barat,"Bekasi, Kab.",2.0,28000.0,0.0,0.0,1
Standard,Veridian,Lampung,Lampung Timur,1.0,32000.0,0.0,0.0,1
Freight,Veridian,Jawa Barat,"Bogor, Kab.",6.0,40000.0,2100.0,0.0,1
Standard,Veridian,Jawa Timur,"Pasuruan, Kab.",4.0,60000.0,0.0,0.0,1
Freight,Veridian,Banten,"Tangerang, Kota",20.0,80000.0,2649.0,0.0,1
Freight,Veridian,Bali,Badung,15.0,60000.0,7648.0,0.0,1
Standard,Veridian,Jawa Timur,Surabaya,1.0,20000.0,0.0,0.0,1
Connect,Veridian,DKI Jakarta,Jakarta Selatan,1.0,10000.0,0.0,0.0,0
Freight,Veridian,Nusa Tenggara Timur,"Kupang, Kota",29.0,348000.0,3521.0,0.0,1
Standard,Veridian,Jawa Barat,Depok,4.0,56000.0,0.0,0.0,1
Standard,Veridian,Bali,Badung,1.0,15000.0,0.0,0.0,1
Freight,Veridian,Bali,Gianyar,7.0,180000.0,0.0,0.0,1
Standard,Veridian,Jawa Timur,Gresik,1.0,20000.0,0.0,0.0,1
Standard,Veridian,Jawa Timur,"Mojokerto, Kab.",1.0,9000.0,0.0,0.0,1
Connect,Veridian,Jawa Barat,Depok,1.0,10000.0,273.0,0.0,1
Standard,Veridian,Jawa Barat,"Bandung, Kota",3.0,72000.0,0.0,0.0,1
Freight,Veridian,Jawa Timur,"Probolinggo, Kota",30.0,120000.0,5024.0,0.0,1
Standard,Veridian,Jawa Timur,Batu,1.0,7000.0,1099.0,0.0,1
Freight,Veridian,Kalimantan Barat,"Pontianak, Kota",12.0,36000.0,0.0,0.0,1
Standard,Veridian,Jawa Barat,Karawang,2.0,34000.0,0.0,0.0,1
Standard,Veridian,Jawa Timur,Tulungagung,39.0,234000.0,5583.0,0.0,1
Standard,Veridian,Banten,"Serang, Kab.",3.0,54000.0,1680.0,0.0,1
Standard,Veridian,Jawa Timur,Surabaya,1.0,20000.0,0.0,0.0,1
Standard,Veridian,Sumatera Selatan,Prabumulih,1.0,29000.0,925.0,0.0,1
Connect,Veridian,DI Yogyakarta,Yogyakarta,1.0,7000.0,242.0,0.0,1
Standard,Veridian,Jawa Tengah,"Tegal, Kab.",1.0,20000.0,3670.0,0.0,0
Standard,Veridian,Jawa Timur,"Kediri, Kota",1.0,9000.0,770.0,0.0,1
Standard,Veridian,Jawa Barat,"Bogor, Kab.",1.0,10000.0,0.0,0.0,1
Standard,Veridian,DI Yogyakarta,Sleman,1.0,19000.0,0.0,0.0,1
Standard,Veridian,Lampung,Bandar Lampung,1.0,48000.0,0.0,0.0,1
Standard,Veridian,Kalimantan Timur,Balikpapan,2.0,34000.0,0.0,0.0,1
Connect,Veridian,Sumatera Utara,Medan,1.0,5000.0,350.0,0.0,1
Standard,Veridian,Jawa Timur,Sidoarjo,1.0,20000.0,0.0,0.0,0
Freight,Veridian,Jawa Tengah,Wonosobo,12.0,72000.0,0.0,0.0,1
Standard,Veridian,DKI Jakarta,Jakarta Selatan,1.0,31000.0,778.0,0.0,1
Connect,Veridian,DKI Jakarta,Jakarta Timur,1.0,10000.0,0.0,0.0,1
Standard,Veridian,DKI Jakarta,Jakarta Timur,1.0,10000.0,670.0,0.0,1
Standard,Veridian,Jawa Barat,"Bekasi, Kota",3.0,30000.0,1390.0,0.0,1
Connect,Veridian,DKI Jakarta,Jakarta Utara,1.0,10000.0,0.0,0.0,1
Standard,Veridian,Jambi,Jambi,1.0,29000.0,0.0,0.0,1
Standard,Veridian,Lampung,Bandar Lampung,1.0,20000.0,0.0,0.0,0
Standard,Veridian,Lampung,Tanggamus,1.0,13000.0,0.0,0.0,1
Freight,Veridian,Banten,"Tangerang, Kota",14.0,56000.0,1888.0,0.0,1
Connect,Veridian,Banten,"Tangerang, Kota",2.0,20000.0,0.0,0.0,1
Connect,Veridian,Banten,"Tangerang, Kab.",1.0,10000.0,0.0,0.0,1
Connect,Veridian,DKI Jakarta,Jakarta Barat,1.0,10000.0,0.0,0.0,1
Standard,Veridian,Bali,Karangasem,3.0,96000.0,0.0,0.0,1
Standard,Veridian,Jawa Tengah,Temanggung,4.0,60000.0,0.0,0.0,0
Freight,Veridian,Jawa Timur,Surabaya,19.0,123500.0,12500.0,0.0,1
Standard,Veridian,Jawa Barat,"Bogor, Kab.",1.0,10000.0,0.0,0.0,1
Connect,Veridian,DKI Jakarta,Jakarta Timur,1.0,10000.0,0.0,0.0,1
Standard,Veridian,Kalimantan Timur,Paser,1.0,82000.0,0.0,0.0,1
Freight,Veridian,Sulawesi Selatan,Makassar,8.0,100000.0,0.0,0.0,0
Standard,Veridian,Kalimantan Selatan,Banjarmasin,1.0,52000.0,0.0,0.0,0
Standard,Veridian,Jawa Barat,"Bekasi, Kota",1.0,10000.0,273.0,0.0,1
Standard,Veridian,Banten,"Tangerang, Kota",1.0,10000.0,0.0,0.0,1
Standard,Veridian,Jawa Barat,Depok,1.0,10000.0,0.0,0.0,1
Standard,Veridian,Jawa Barat,"Bekasi, Kab.",2.0,20000.0,925.0,0.0,1
Standard,Veridian,Jawa Barat,Ciamis,6.0,102000.0,0.0,0.0,1
Standard,Veridian,Riau,Pekanbaru,2.0,54000.0,0.0,0.0,1
Connect,Veridian,Sumatera Utara,Medan,1.0,5000.0,438.0,0.0,1
Standard,Veridian,Jawa Timur,Tulungagung,11.0,66000.0,3163.0,0.0,1
Freight,Veridian,Kalimantan Timur,Samarinda,7.0,60000.0,0.0,0.0,1
Standard,Veridian,Banten,Tangerang Selatan,1.0,10000.0,0.0,0.0,1
Connect,Veridian,DKI Jakarta,Jakarta Selatan,1.0,10000.0,0.0,0.0,1
Standard,Veridian,Jawa Barat,"Bandung, Kota",1.0,12000.0,0.0,0.0,0
Standard,Veridian,Sulawesi Selatan,Wajo,1.0,76000.0,0.0,0.0,0
Standard,Veridian,Jawa Barat,Depok,1.0,10000.0,0.0,0.0,0
Standard,Veridian,Banten,"Tangerang, Kota",1.0,14000.0,575.0,0.0,1
Standard,Veridian,Jawa Barat,"Bekasi, Kota",1.0,10000.0,0.0,0.0,1
Standard,Veridian,Sulawesi Selatan,Makassar,1.0,56000.0,1213.0,0.0,1
Freight,Veridian,Jawa Tengah,"Magelang, Kota",17.0,238000.0,3209.0,0.0,1
Connect,Veridian,Kalimantan Barat,Kubu Raya,1.0,7000.0,315.0,0.0,1
Connect,Veridian,DKI Jakarta,Jakarta Selatan,1.0,10000.0,0.0,0.0,1
Standard,Veridian,Jawa Timur,"Malang, Kab.",8.0,72000.0,0.0,0.0,1
Freight,Veridian,DKI Jakarta,Jakarta Selatan,48.0,192000.0,9020.0,0.0,1
Standard,Veridian,Lampung,Bandar Lampung,1.0,20000.0,0.0,0.0,0
Expedite,Veridian,Kepulauan Riau,Batam,1.0,57000.0,0.0,0.0,0
Connect,Veridian,DKI Jakarta,Jakarta Pusat,1.0,10000.0,0.0,0.0,1
Connect,Veridian,Jawa Barat,"Tasikmalaya, Kota",1.0,9000.0,470.0,0.0,1
Freight,Veridian,Gorontalo,"Gorontalo, Kota",21.0,157500.0,3117.0,0.0,1
Standard,Veridian,Bali,Tabanan,1.0,35000.0,0.0,0.0,1
Connect,Veridian,Jawa Barat,"Bekasi, Kab.",6.0,60000.0,1740.0,0.0,1
Connect,Veridian,Jawa Barat,"Bogor, Kab.",1.0,10000.0,400.0,0.0,1
Standard,Veridian,Jawa Tengah,"Tegal, Kota",15.0,255000.0,95000.0,0.0,1
Standard,Veridian,Jawa Barat,Depok,10.0,100000.0,3450.0,0.0,1
Freight,Veridian,Kalimantan Timur,Balikpapan,4.0,135000.0,0.0,0.0,1
Freight,Veridian,Banten,"Tangerang, Kota",27.0,108000.0,0.0,0.0,1
Connect,Veridian,DKI Jakarta,Jakarta Barat,1.0,10000.0,0.0,0.0,0
Freight,Veridian,Banten,Tangerang Selatan,79.0,316000.0,19288.0,0.0,1
Connect,Veridian,Bali,Badung,2.0,18000.0,793.0,0.0,1
Connect,Veridian,Jawa Timur,Surabaya,2.0,16000.0,815.0,0.0,1
Standard,Veridian,Kalimantan Timur,Kutai Kartanegara,1.0,12000.0,513.0,0.0,0
Standard,Velocity,DKI Jakarta,Jakarta Selatan,1.0,12000.0,0.0,0.0,1
Standard,Velocity,Jawa Timur,Sidoarjo,1.0,17900.0,0.0,0.0,0
Standard,Velocity,Banten,Tangerang Selatan,1.0,17000.0,0.0,0.0,0
Standard,Velocity,Kalimantan Barat,"Pontianak, Kota",1.0,36000.0,0.0,0.0,1
Standard,Velocity,Sumatera Selatan,Pagar Alam,1.0,29600.0,0.0,0.0,1
Standard,Velocity,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,0
Standard,Velocity,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,1
Standard,Velocity,Jawa Tengah,Karanganyar,1.0,22000.0,0.0,0.0,1
Standard,Velocity,Jawa Tengah,Sragen,1.0,13500.0,0.0,0.0,0
Standard,Velocity,DKI Jakarta,Jakarta Barat,1.0,8000.0,0.0,0.0,1
Standard,Velocity,Sumatera Selatan,Prabumulih,1.0,29600.0,0.0,0.0,1
Standard,Velocity,DKI Jakarta,Jakarta Selatan,1.0,11000.0,0.0,0.0,1
Standard,Velocity,Kalimantan Selatan,Banjarmasin,1.0,30000.0,0.0,0.0,0
Standard,Velocity,Bali,Denpasar,1.0,22500.0,0.0,0.0,0
Standard,Velocity,DKI Jakarta,Jakarta Utara,1.0,8000.0,0.0,0.0,1
Standard,Velocity,Bali,Badung,1.0,26900.0,0.0,0.0,0
Standard,Velocity,Jawa Timur,Sidoarjo,1.0,7000.0,0.0,0.0,0
Standard,Velocity,Nusa Tenggara Barat,Mataram,1.0,19500.0,0.0,0.0,0
Standard,Velocity,Jawa Timur,Bangkalan,1.0,8000.0,0.0,0.0,1
Standard,Velocity,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,1
Standard,Velocity,Sulawesi Utara,Manado,1.0,68500.0,0.0,0.0,1
Standard,Velocity,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,1
Standard,Velocity,Jawa Timur,Bojonegoro,1.0,12000.0,0.0,0.0,1
Standard,Velocity,DKI Jakarta,Jakarta Timur,1.0,8000.0,0.0,0.0,1
Standard,Velocity,Banten,Pandeglang,1.0,10800.0,0.0,0.0,1
Standard,Velocity,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,1
Standard,Velocity,Sulawesi Utara,Manado,1.0,69500.0,0.0,0.0,0
Standard,Velocity,DKI Jakarta,Jakarta Selatan,3.0,24000.0,0.0,0.0,1
Standard,Velocity,Jawa Timur,"Malang, Kab.",1.0,26600.0,0.0,0.0,0
Standard,Velocity,Jawa Tengah,"Semarang, Kab.",1.0,13000.0,0.0,0.0,0
Standard,Velocity,DKI Jakarta,Jakarta Utara,1.0,8000.0,0.0,0.0,1
Standard,Velocity,Jawa Tengah,Kudus,1.0,18000.0,0.0,0.0,1
Standard,Velocity,DKI Jakarta,Jakarta Barat,1.0,8000.0,0.0,0.0,0
Standard,Velocity,Kepulauan Riau,Bintan,1.0,66000.0,0.0,0.0,1
Standard,Velocity,Sulawesi Tengah,Buol,1.0,74000.0,0.0,0.0,1
Standard,Velocity,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,0
Standard,Velocity,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,0
Standard,Velocity,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,0
Standard,Velocity,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,0
Standard,Velocity,Jawa Barat,"Bogor, Kab.",1.0,11000.0,0.0,0.0,1
Standard,Velocity,Kalimantan Barat,Landak,1.0,50100.0,0.0,0.0,1
Standard,Velocity,Jawa Timur,Banyuwangi,1.0,26000.0,0.0,0.0,0
Standard,Velocity,Sumatera Barat,Lima Puluh Koto/Kota,1.0,42300.0,0.0,0.0,1
Standard,Velocity,Jawa Barat,Cianjur,1.0,9000.0,0.0,0.0,1
Standard,Velocity,Sumatera Selatan,Lahat,1.0,29600.0,0.0,0.0,0
Standard,Velocity,Riau,Indragiri Hulu,1.0,24500.0,0.0,0.0,1
Standard,Velocity,Jawa Barat,Garut,1.0,10000.0,0.0,0.0,1
Standard,Velocity,Sumatera Selatan,Prabumulih,1.0,29600.0,0.0,0.0,1
Standard,Velocity,DKI Jakarta,Jakarta Utara,1.0,8000.0,0.0,0.0,1
Standard,Velocity,Kalimantan Timur,Paser,1.0,52500.0,0.0,0.0,1
Standard,Velocity,Sumatera Selatan,Musi Banyuasin,1.0,31400.0,0.0,0.0,1
Standard,Velocity,Sumatera Selatan,Muara Enim,1.0,29900.0,0.0,0.0,0
Standard,Velocity,DKI Jakarta,Jakarta Utara,1.0,8000.0,0.0,0.0,1
Standard,Velocity,Sulawesi Utara,Minahasa Utara,1.0,91000.0,0.0,0.0,0
Standard,Velocity,Jawa Timur,"Malang, Kab.",1.0,10000.0,0.0,0.0,1
Standard,Velocity,Jambi,Sarolangun,1.0,32200.0,0.0,0.0,1
Standard,Velocity,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,1
Standard,Velocity,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,1
Standard,Velocity,Jawa Tengah,Karanganyar,1.0,20000.0,0.0,0.0,0
Standard,Velocity,Jawa Barat,"Bekasi, Kota",1.0,24000.0,0.0,0.0,1
Standard,Velocity,Kalimantan Selatan,Tanah Laut,1.0,41600.0,0.0,0.0,0
Standard,Velocity,Kalimantan Timur,Balikpapan,1.0,40000.0,0.0,0.0,0
Standard,Velocity,Jawa Tengah,Surakarta (Solo),1.0,13000.0,0.0,0.0,0
Standard,Velocity,Bali,Buleleng,1.0,23000.0,0.0,0.0,1
Standard,Velocity,Jawa Tengah,Pati,1.0,16900.0,0.0,0.0,1
Standard,Velocity,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,1
Standard,Velocity,Aceh,Lhokseumawe,1.0,25000.0,0.0,0.0,1
Standard,Velocity,Jawa Timur,Tuban,1.0,8600.0,0.0,0.0,0
Standard,Velocity,Jawa Timur,Bojonegoro,1.0,12000.0,0.0,0.0,0
Standard,Velocity,DKI Jakarta,Jakarta Timur,1.0,8000.0,0.0,0.0,0
Standard,Velocity,Kalimantan Selatan,Kotabaru,1.0,52100.0,0.0,0.0,1
Standard,Velocity,DKI Jakarta,Jakarta Utara,1.0,8000.0,0.0,0.0,1
Standard,Velocity,Kalimantan Timur,Balikpapan,1.0,40000.0,0.0,0.0,0
Standard,Velocity,Sumatera Barat,Padang,1.0,20000.0,0.0,0.0,1
Standard,Velocity,Jawa Timur,"Mojokerto, Kota",1.0,23000.0,0.0,0.0,0
Standard,Velocity,Jawa Barat,Cimahi,1.0,18500.0,0.0,0.0,1
Standard,Velocity,Kalimantan Timur,Balikpapan,1.0,40000.0,0.0,0.0,1
Standard,Velocity,Kalimantan Selatan,Banjarmasin,1.0,30000.0,0.0,0.0,0
Standard,Velocity,Jawa Barat,"Bekasi, Kab.",1.0,9000.0,0.0,0.0,1
Standard,Velocity,Sumatera Selatan,Lahat,1.0,29600.0,0.0,0.0,0
Standard,Velocity,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,0
Standard,Velocity,DKI Jakarta,Jakarta Utara,1.0,8000.0,0.0,0.0,1
Standard,Velocity,Jawa Tengah,Temanggung,1.0,21000.0,0.0,0.0,1
Standard,Velocity,Jawa Timur,"Mojokerto, Kab.",1.0,9300.0,0.0,0.0,0
Standard,Velocity,Jawa Timur,Tuban,1.0,8600.0,0.0,0.0,0
Standard,Velocity,Jawa Timur,Tuban,1.0,8600.0,0.0,0.0,0
Standard,Velocity,Jawa Barat,"Tasikmalaya, Kota",1.0,10000.0,0.0,0.0,1
Standard,Velocity,Banten,Tangerang Selatan,1.0,11000.0,0.0,0.0,1
Standard,Velocity,Sulawesi Utara,Minahasa,1.0,83000.0,0.0,0.0,0
Standard,Velocity,Sumatera Selatan,Muara Enim,1.0,29900.0,0.0,0.0,1
Standard,Velocity,Jawa Timur,"Pasuruan, Kota",1.0,22300.0,24998.0,0.0,0
Standard,Velocity,Riau,Pekanbaru,1.0,19000.0,0.0,0.0,0
Standard,Velocity,DKI Jakarta,Jakarta Selatan,1.0,8000.0,0.0,0.0,0
Standard,Velocity,Jawa Barat,"Bekasi, Kota",1.0,9000.0,0.0,0.0,0
Standard,Velocity,Kalimantan Timur,Kutai Timur,1.0,63400.0,0.0,0.0,0
Standard,Velocity,DKI Jakarta,Jakarta Utara,1.0,8000.0,0.0,0.0,0
Standard,Velocity,Jawa Timur,"Mojokerto, Kab.",1.0,9300.0,0.0,0.0,1
Standard,Velocity,Kalimantan Timur,Balikpapan,1.0,40000.0,0.0,0.0,0
Standard,Velocity,Jawa Tengah,Wonogiri,1.0,16000.0,0.0,0.0,1
Standard,Velocity,Jawa Tengah,Grobogan,1.0,22000.0,0.0,0.0,1
Swift,Chronos,Sulawesi Tenggara,Kendari,1.0,76000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Pusat,1.0,8000.0,2458.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Selatan,1.0,8000.0,2458.0,0.0,1
Swift,Chronos,Jawa Barat,Subang,1.0,15000.0,0.0,0.0,1
Swift,Chronos,Aceh,Langsa,1.0,61000.0,0.0,0.0,1
Swift,Chronos,Jawa Barat,"Bekasi, Kab.",1.0,9000.0,0.0,0.0,1
Swift,Chronos,Jawa Barat,Depok,1.0,9000.0,0.0,0.0,1
Swift,Chronos,Kalimantan Tengah,Kotawaringin Timur,1.0,55000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Selatan,1.0,8000.0,1213.0,0.0,1
Swift,Chronos,Sumatera Utara,Dairi,1.0,44000.0,325.0,0.0,1
Swift,Chronos,Jawa Barat,"Bekasi, Kota",8.0,64000.0,0.0,0.0,0
Swift,Chronos,DKI Jakarta,Jakarta Barat,4.0,32000.0,4998.0,0.0,0
Swift,Chronos,DKI Jakarta,Jakarta Barat,4.0,32000.0,4998.0,0.0,1
Swift,Chronos,Jawa Timur,Banyuwangi,1.0,26000.0,0.0,0.0,1
Swift,Chronos,Jawa Barat,Depok,1.0,8000.0,2975.0,0.0,0
Swift,Chronos,Kepulauan Riau,Batam,1.0,9000.0,25.0,0.0,0
Swift,Chronos,Jawa Timur,"Madiun, Kab.",1.0,21000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Selatan,1.0,9000.0,0.0,0.0,1
Swift,Chronos,DI Yogyakarta,Bantul,1.0,20000.0,0.0,0.0,1
Swift,Chronos,Jawa Timur,"Kediri, Kab.",1.0,22000.0,0.0,0.0,1
Swift,Chronos,Jawa Tengah,"Semarang, Kota",1.0,17000.0,0.0,0.0,1
Swift,Chronos,Jawa Tengah,Kebumen,1.0,24000.0,0.0,0.0,1
Swift,Chronos,Jawa Barat,"Bekasi, Kab.",1.0,9000.0,0.0,0.0,1
Swift,Chronos,Jawa Barat,Garut,1.0,16000.0,0.0,0.0,1
Swift,Chronos,Jawa Barat,Pangandaran,1.0,17000.0,0.0,0.0,1
Swift,Chronos,Banten,"Serang, Kota",1.0,9000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Timur,1.0,9000.0,0.0,0.0,1
Swift,Chronos,Aceh,Aceh Tamiang,1.0,83000.0,0.0,0.0,1
Swift,Chronos,Lampung,Lampung Tengah,1.0,35000.0,0.0,0.0,1
Swift,Chronos,Banten,"Tangerang, Kab.",1.0,9000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Utara,1.0,9000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Pusat,1.0,8000.0,3045.0,0.0,1
Swift,Chronos,Banten,"Tangerang, Kota",1.0,9000.0,3275.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Utara,1.0,8000.0,2425.0,0.0,0
Swift,Chronos,Sumatera Utara,Deli Serdang,1.0,36000.0,3520.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Barat,1.0,8000.0,1213.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Timur,1.0,8000.0,2188.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Selatan,1.0,9000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Pusat,1.0,8000.0,4615.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Timur,1.0,8000.0,2425.0,0.0,1
Swift,Chronos,Jawa Timur,Surabaya,1.0,18000.0,1213.0,0.0,1
Swift,Chronos,Lampung,Bandar Lampung,1.0,18000.0,0.0,0.0,1
Swift,Chronos,Jawa Tengah,Kudus,1.0,23000.0,0.0,0.0,1
Swift,Chronos,Jawa Barat,Banjar,1.0,16000.0,0.0,0.0,1
Swift,Chronos,Jawa Barat,"Bandung, Kota",1.0,11000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Utara,1.0,8000.0,3400.0,0.0,1
Swift,Chronos,Sulawesi Selatan,Parepare,1.0,54000.0,1213.0,0.0,1
Swift,Chronos,Banten,Tangerang Selatan,1.0,9000.0,0.0,0.0,1
Swift,Chronos,Papua,"Jayapura, Kota",1.0,100000.0,1213.0,0.0,1
Swift,Chronos,DI Yogyakarta,Bantul,1.0,18000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Barat,1.0,8000.0,2125.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Barat,1.0,8000.0,5700.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Selatan,1.0,9000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Barat,1.0,8000.0,0.0,0.0,1
Swift,Chronos,Jawa Barat,"Bandung, Kota",1.0,11000.0,975.0,0.0,1
Swift,Chronos,Maluku,Ambon,1.0,76000.0,3275.0,0.0,1
Swift,Chronos,Jawa Barat,"Bandung, Kota",1.0,11000.0,1213.0,0.0,1
Swift,Chronos,Lampung,Tulang Bawang Barat,1.0,41000.0,0.0,0.0,1
Swift,Chronos,Lampung,Tulang Bawang Barat,1.0,41000.0,0.0,0.0,1
Swift,Chronos,Jawa Timur,Jombang,1.0,26000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Barat,1.0,8000.0,2425.0,0.0,1
Swift,Chronos,Jawa Barat,"Sukabumi, Kab.",1.0,11000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Selatan,1.0,9000.0,0.0,0.0,1
Swift,Chronos,Jawa Barat,Karawang,1.0,10000.0,0.0,0.0,1
Swift,Chronos,Jawa Barat,"Bekasi, Kota",1.0,9000.0,0.0,0.0,1
Swift,Chronos,Bali,Badung,1.0,30000.0,0.0,0.0,1
Swift,Chronos,Jawa Barat,Depok,1.0,9000.0,298.0,0.0,0
Swift,Chronos,Jawa Tengah,Wonosobo,1.0,24000.0,0.0,0.0,1
Swift,Chronos,Sulawesi Selatan,Bone,1.0,72000.0,0.0,0.0,1
Swift,Chronos,Jawa Barat,Depok,1.0,9000.0,1213.0,0.0,1
Swift,Chronos,Banten,"Tangerang, Kota",1.0,9000.0,1213.0,0.0,0
Swift,Chronos,Jawa Barat,Karawang,1.0,10000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Selatan,1.0,8000.0,1213.0,0.0,1
Swift,Chronos,Bangka Belitung,Bangka Barat,1.0,42000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Utara,1.0,8000.0,3275.0,0.0,0
Swift,Chronos,Jawa Timur,"Malang, Kota",1.0,19000.0,0.0,0.0,1
Swift,Chronos,Sulawesi Tengah,Palu,1.0,28000.0,309.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Utara,1.0,8000.0,0.0,0.0,1
Swift,Chronos,Sumatera Selatan,Palembang,1.0,21000.0,0.0,0.0,1
Swift,Chronos,Jawa Tengah,Brebes,1.0,18000.0,0.0,0.0,1
Swift,Chronos,Jawa Barat,"Bekasi, Kab.",1.0,9000.0,298.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Utara,1.0,8000.0,0.0,0.0,1
Swift,Chronos,Sumatera Selatan,Muara Enim,1.0,36000.0,0.0,0.0,1
Swift,Chronos,Jawa Tengah,Kudus,1.0,23000.0,1213.0,0.0,1
Swift,Chronos,Jawa Tengah,"Semarang, Kota",1.0,15000.0,0.0,0.0,1
Swift,Chronos,Jawa Tengah,Banyumas,1.0,18000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Barat,1.0,8000.0,3638.0,0.0,1
Swift,Chronos,Jawa Barat,"Bogor, Kab.",1.0,9000.0,0.0,0.0,1
Swift,Chronos,Sulawesi Tengah,Morowali,1.0,80000.0,0.0,0.0,0
Swift,Chronos,Jawa Barat,"Bogor, Kab.",1.0,9000.0,3083.0,0.0,1
Swift,Chronos,Jambi,Muaro Jambi,1.0,44000.0,0.0,0.0,1
Swift,Chronos,Banten,Tangerang Selatan,1.0,9000.0,0.0,0.0,1
Swift,Chronos,Jawa Timur,Surabaya,1.0,20000.0,538.0,0.0,1
Swift,Chronos,Sumatera Selatan,Ogan Komering Ulu,1.0,29000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Utara,1.0,8000.0,0.0,0.0,0
Swift,Chronos,Sulawesi Selatan,Gowa,1.0,68000.0,0.0,0.0,1
Swift,Chronos,DKI Jakarta,Jakarta Barat,1.0,8000.0,1213.0,0.0,1
